"Sample_name","species","totalReads"
"MiFish.0721.5Sqm.Dn.2.1","Lampetra ayresii",32
"MiFish.0721.5Sqm.Dn.2.1","Turdus migratorius",5
"MiFish.0721.5Sqm.Dn.2.1","Sus scrofa",4
"MiFish.0521.1Prt.Up.2.1","Oncorhynchus clarkii",45774
"MiFish.0521.1Prt.Up.2.1","Oncorhynchus kisutch",5098
"MiFish.0521.1Prt.Up.2.1","Dicamptodon tenebrosus",194
"MiFish.0521.1Prt.Up.2.1","Lampetra ayresii",13583
"MiFish.0521.1Prt.Up.2.1","Homo sapiens",3
"MiFish.0521.2Brn.Dn.1.1","Oncorhynchus clarkii",148752
"MiFish.0521.2Brn.Dn.1.1","Oncorhynchus kisutch",19455
"MiFish.0521.2Brn.Dn.1.1","Dicamptodon tenebrosus",645
"MiFish.0521.2Brn.Up.1.1","Dicamptodon tenebrosus",9337
"MiFish.0521.2Brn.Up.2.1","Dicamptodon tenebrosus",44411
"MiFish.0521.2Brn.Up.2.1","Homo sapiens",477
"MiFish.0521.2Brn.Up.3.1","Dicamptodon tenebrosus",16445
"MiFish.0521.2Brn.Up.3.1","Ascaphus truei",4545
"MiFish.0521.2Brn.Up.3.1","Homo sapiens",691
"MiFish.0521.3Chk.Dn.2.1","Oncorhynchus clarkii",66383
"MiFish.0521.3Chk.Dn.2.1","Homo sapiens",33
"MiFish.0521.3Chk.Dn.3.1","Oncorhynchus clarkii",34866
"MiFish.0521.3Chk.Up.1.1","Oncorhynchus clarkii",34748
"MiFish.0521.4Pad.Dn.2.1","Oncorhynchus clarkii",12979
"MiFish.0521.4Pad.Dn.2.1","Oncorhynchus kisutch",4492
"MiFish.0521.4Pad.Dn.2.1","Oncorhynchus mykiss",17330
"MiFish.0521.4Pad.Dn.2.1","Gasterosteus aculeatus",4151
"MiFish.0521.4Pad.Dn.2.1","Cottus asper",6686
"MiFish.0521.4Pad.Dn.2.1","Perca flavescens",2971
"MiFish.0521.4Pad.Dn.2.1","Sus scrofa",824
"MiFish.0521.4Pad.Dn.2.1","Homo sapiens",697
"MiFish.0521.4Pad.Dn.3.1","Oncorhynchus clarkii",25261
"MiFish.0521.4Pad.Dn.3.1","Oncorhynchus kisutch",15552
"MiFish.0521.4Pad.Dn.3.1","Cottus asper",12498
"MiFish.0521.4Pad.Dn.3.1","Oncorhynchus mykiss",4932
"MiFish.0521.4Pad.Up11.2.1","Oncorhynchus clarkii",33671
"MiFish.0521.4Pad.Up11.2.1","Oncorhynchus kisutch",4938
"MiFish.0521.4Pad.Up11.2.1","Oncorhynchus mykiss",15788
"MiFish.0521.4Pad.Up11.2.1","Cottus asper",19053
"MiFish.0521.4Pad.Up11.2.1","Perca flavescens",1133
"MiFish.0521.4Pad.Up5.2.1","Oncorhynchus mykiss",65732
"MiFish.0521.4Pad.Up5.2.1","Cottus asper",13805
"MiFish.0521.4Pad.Up5.2.1","Perca flavescens",4518
"MiFish.0521.4Pad.Up5.3.1","Oncorhynchus clarkii",975
"MiFish.0521.4Pad.Up5.3.1","Oncorhynchus kisutch",10
"MiFish.0521.4Pad.Up5.3.1","Oncorhynchus mykiss",43687
"MiFish.0521.4Pad.Up5.3.1","Cottus asper",15925
"MiFish.0521.4Pad.Up5.3.1","Perca flavescens",1621
"MiFish.0521.4Pad.Up5.3.1","Lepomis gibbosus",195
"MiFish.0521.5Sqm.Up.1.1","Oncorhynchus clarkii",44953
"MiFish.0521.5Sqm.Up.1.1","Oncorhynchus kisutch",19768
"MiFish.0521.5Sqm.Up.1.1","Lampetra ayresii",1981
"MiFish.0521.5Sqm.Up.1.1","Oncorhynchus mykiss",345
"MiFish.0521.5Sqm.Up.1.1","Bos taurus",731
"MiFish.0521.5Sqm.Up.1.1","Pimephales promelas",2007
"MiFish.0521.5Sqm.Up.1.1","Turdus migratorius",194
"MiFish.0521.2Brn.Dn.1.2","Oncorhynchus clarkii",126591
"MiFish.0521.2Brn.Dn.1.2","Oncorhynchus kisutch",69271
"MiFish.0521.2Brn.Dn.1.2","Dicamptodon tenebrosus",997
"MiFish.0521.2Brn.Dn.1.2","Lampetra ayresii",2562
"MiFish.0521.2Brn.Dn.1.2","Turdus migratorius",524
"MiFish.0521.2Brn.Dn.1.3","Oncorhynchus clarkii",149377
"MiFish.0521.2Brn.Dn.1.3","Oncorhynchus kisutch",56862
"MiFish.0521.2Brn.Dn.1.3","Dicamptodon tenebrosus",468
"MiFish.0521.2Brn.Dn.1.3","Lampetra ayresii",1150
"MiFish.0521.2Brn.Dn.1.3","Turdus migratorius",18
"MiFish.Kangaroo.Run7","Osphranter rufus",66170
"MiFish.Kangaroo.Run7","Homo sapiens",41
"MiFish.Kangaroo.Run7","Macropus giganteus",300
"MiFish.0921.1Prt.Dn.2.1","Oncorhynchus clarkii",54168
"MiFish.0921.1Prt.Dn.2.1","Dicamptodon tenebrosus",341
"MiFish.0921.1Prt.Dn.2.1","Oncorhynchus kisutch",31608
"MiFish.0921.1Prt.Dn.2.1","Lampetra ayresii",14460
"MiFish.0921.1Prt.Dn.2.1","Homo sapiens",51
"MiFish.0921.1Prt.Dn.2.1","Oncorhynchus gorbuscha",3871
"MiFish.0921.1Prt.Dn.2.1","Rattus rattus",238
"MiFish.0921.1Prt.Dn.2.1","Scapanus orarius",137
"MiFish.0921.1Prt.Up.3.1","Oncorhynchus clarkii",36388
"MiFish.0921.1Prt.Up.3.1","Oncorhynchus kisutch",33574
"MiFish.0921.1Prt.Up.3.1","Turdus migratorius",1517
"MiFish.0921.1Prt.Up.3.1","Lampetra ayresii",13743
"MiFish.0921.1Prt.Up.3.1","Oncorhynchus gorbuscha",4008
"MiFish.0921.1Prt.Up.3.1","Canis latrans",7
"MiFish.0921.1Prt.Up.3.1","Didelphis virginiana",53
"MiFish.0921.2Brn.Dn.2.1","Oncorhynchus clarkii",34076
"MiFish.0921.2Brn.Dn.2.1","Dicamptodon tenebrosus",24761
"MiFish.0921.2Brn.Dn.2.1","Oncorhynchus kisutch",17757
"MiFish.0921.2Brn.Dn.2.1","Turdus migratorius",14952
"MiFish.0921.2Brn.Dn.2.1","Cottus asper",90
"MiFish.0921.2Brn.Dn.2.1","Bos taurus",134
"MiFish.0921.2Brn.Dn.2.1","Gasterosteus aculeatus",157
"MiFish.0921.2Brn.Up.2.1","Dicamptodon tenebrosus",66726
"MiFish.0921.2Brn.Up.2.1","Homo sapiens",382
"MiFish.0921.2Brn.Up.3.1","Dicamptodon tenebrosus",80217
"MiFish.0921.2Brn.Up.3.1","Oncorhynchus kisutch",13
"MiFish.0921.2Brn.Up.3.1","Turdus migratorius",1574
"MiFish.0921.2Brn.Up.3.1","Homo sapiens",6
"MiFish.0921.3Chk.Dn.1.1","Oncorhynchus clarkii",76074
"MiFish.0921.3Chk.Dn.1.1","Dicamptodon tenebrosus",27554
"MiFish.0921.3Chk.Dn.1.1","Oncorhynchus mykiss",130
"MiFish.0921.3Chk.Dn.1.1","Canis lupus",22
"MiFish.0921.3Chk.Dn.2.1","Oncorhynchus clarkii",68231
"MiFish.0921.3Chk.Dn.2.1","Dicamptodon tenebrosus",49530
"MiFish.0921.3Chk.Dn.2.1","Neovison vison",156
"MiFish.0921.3Chk.Dn.3.1","Oncorhynchus clarkii",74702
"MiFish.0921.3Chk.Dn.3.1","Dicamptodon tenebrosus",37834
"MiFish.0921.3Chk.Dn.3.1","Oncorhynchus kisutch",18
"MiFish.0921.3Chk.Dn.3.1","Neovison vison",92
"MiFish.0921.3Chk.Dn.3.1","Gasterosteus aculeatus",5
"MiFish.0921.3Chk.Up.1.1","Oncorhynchus clarkii",132731
"MiFish.0921.3Chk.Up.1.1","Dicamptodon tenebrosus",334
"MiFish.0921.3Chk.Up.1.1","Neovison vison",30
"MiFish.0921.3Chk.Up.3.1","Oncorhynchus clarkii",114285
"MiFish.0921.3Chk.Up.3.1","Dicamptodon tenebrosus",104
"MiFish.0921.3Chk.Up.3.1","Oncorhynchus kisutch",27
"MiFish.0921.3Chk.Up.3.1","Turdus migratorius",5
"MiFish.0921.3Chk.Up.3.1","Neovison vison",10
"MiFish.0921.3Chk.Up.3.1","Gasterosteus aculeatus",5
"MiFish.0921.3Chk.Up.3.1","Sardinops sagax",3
"MiFish.0921.4Pad.Dn.1.1","Oncorhynchus clarkii",18079
"MiFish.0921.4Pad.Dn.1.1","Oncorhynchus kisutch",25631
"MiFish.0921.4Pad.Dn.1.1","Turdus migratorius",350
"MiFish.0921.4Pad.Dn.1.1","Oncorhynchus mykiss",86812
"MiFish.0921.4Pad.Dn.1.1","Cottus asper",33309
"MiFish.0921.4Pad.Dn.1.1","Homo sapiens",184
"MiFish.0921.4Pad.Dn.1.1","Sturnus vulgaris",412
"MiFish.0921.4Pad.Dn.1.1","Rattus rattus",9
"MiFish.0921.4Pad.Dn.1.1","Procyon lotor",233
"MiFish.0921.4Pad.Dn.2.1","Oncorhynchus clarkii",14572
"MiFish.0921.4Pad.Dn.2.1","Oncorhynchus kisutch",27298
"MiFish.0921.4Pad.Dn.2.1","Turdus migratorius",19
"MiFish.0921.4Pad.Dn.2.1","Oncorhynchus mykiss",128424
"MiFish.0921.4Pad.Dn.2.1","Cottus asper",36423
"MiFish.0921.4Pad.Dn.2.1","Homo sapiens",77
"MiFish.0921.4Pad.Dn.2.1","Rattus rattus",46
"MiFish.0921.4Pad.Dn.2.1","Procyon lotor",9
"MiFish.0921.4Pad.Up5.2.1","Oncorhynchus kisutch",35192
"MiFish.0921.4Pad.Up5.2.1","Turdus migratorius",7946
"MiFish.0921.4Pad.Up5.2.1","Cottus asper",30385
"MiFish.0921.4Pad.Up5.2.1","Homo sapiens",897
"MiFish.0921.4Pad.Up5.2.1","Canis latrans",684
"MiFish.0921.4Pad.Up5.2.1","Procyon lotor",40
"MiFish.0921.4Pad.Up5.2.1","Melospiza melodia",51
"MiFish.0921.4Pad.Up5.2.1","Piranga ludoviciana",22
"MiFish.0921.5Sqm.Dn.2.1","Oncorhynchus clarkii",68272
"MiFish.0921.5Sqm.Dn.2.1","Lampetra ayresii",7200
"MiFish.0921.5Sqm.Dn.2.1","Homo sapiens",175
"MiFish.0921.5Sqm.Dn.2.1","Junco hyemalis",381
"MiFish.0921.5Sqm.Dn.2.1","Rana catesbeiana",1085
"MiFish.0921.5Sqm.Dn.2.1","Poecile atricapillus",936
"MiFish.0921.5Sqm.Dn.2.1","Lithobates catesbeianus",35
"MiFish.0921.5Sqm.Dn.3.1","Oncorhynchus clarkii",54841
"MiFish.0921.5Sqm.Dn.3.1","Lampetra ayresii",5996
"MiFish.0921.5Sqm.Dn.3.1","Homo sapiens",37
"MiFish.0921.5Sqm.Dn.3.1","Junco hyemalis",2237
"MiFish.0921.5Sqm.Dn.3.1","Rana catesbeiana",169
"MiFish.1021.1Prt.Dn.1.1","Oncorhynchus clarkii",105369
"MiFish.1021.1Prt.Dn.1.1","Oncorhynchus kisutch",15292
"MiFish.1021.1Prt.Dn.1.1","Turdus migratorius",153
"MiFish.1021.1Prt.Dn.1.1","Lampetra ayresii",6138
"MiFish.1021.1Prt.Dn.1.1","Didelphis virginiana",12
"MiFish.1021.1Prt.Dn.2.1","Oncorhynchus clarkii",64384
"MiFish.1021.1Prt.Dn.2.1","Oncorhynchus kisutch",24930
"MiFish.1021.1Prt.Dn.2.1","Turdus migratorius",2601
"MiFish.1021.1Prt.Dn.2.1","Lampetra ayresii",10938
"MiFish.1021.1Prt.Dn.2.1","Bos taurus",2
"MiFish.1021.1Prt.Dn.2.1","Homo sapiens",3213
"MiFish.1021.1Prt.Up.2.1","Oncorhynchus clarkii",30508
"MiFish.1021.1Prt.Up.2.1","Oncorhynchus kisutch",7438
"MiFish.1021.1Prt.Up.2.1","Turdus migratorius",587
"MiFish.1021.1Prt.Up.2.1","Lampetra ayresii",12661
"MiFish.1021.1Prt.Up.2.1","Procyon lotor",8
"MiFish.1021.2Brn.Up.1.1","Dicamptodon tenebrosus",81204
"MiFish.1021.2Brn.Up.1.1","Homo sapiens",415
"MiFish.1021.2Brn.Up.1.1","Oncorhynchus keta",36
"MiFish.1021.2Brn.Up.2.1","Dicamptodon tenebrosus",77803
"MiFish.1021.2Brn.Up.2.1","Homo sapiens",77
"MiFish.1021.2Brn.Up.2.1","Cinclus mexicanus",175
"MiFish.1021.2Brn.Up.2.1","Oncorhynchus keta",32
"MiFish.1021.2Brn.Up.2.1","Gasterosteus aculeatus",5
"MiFish.1021.3Chk.Dn.1.1","Oncorhynchus clarkii",95785
"MiFish.1021.3Chk.Dn.1.1","Dicamptodon tenebrosus",29547
"MiFish.1021.3Chk.Dn.1.1","Oncorhynchus mykiss",4754
"MiFish.1021.3Chk.Dn.1.1","Homo sapiens",7
"MiFish.1021.3Chk.Dn.1.1","Canis lupus",711
"MiFish.1021.3Chk.Dn.1.1","Gasterosteus aculeatus",4
"MiFish.1021.3Chk.Dn.2.1","Oncorhynchus clarkii",70456
"MiFish.1021.3Chk.Dn.2.1","Dicamptodon tenebrosus",36970
"MiFish.1021.3Chk.Dn.2.1","Oncorhynchus mykiss",2610
"MiFish.1021.3Chk.Dn.2.1","Homo sapiens",66
"MiFish.1021.3Chk.Dn.2.1","Pipilo maculatus",18
"MiFish.1021.3Chk.Up.2.1","Oncorhynchus clarkii",96733
"MiFish.1021.3Chk.Up.2.1","Dicamptodon tenebrosus",8781
"MiFish.1021.3Chk.Up.2.1","Turdus migratorius",562
"MiFish.1021.3Chk.Up.2.1","Homo sapiens",231
"MiFish.1021.3Chk.Up.2.1","Bos taurus",3
"MiFish.1021.3Chk.Up.3.1","Oncorhynchus clarkii",77950
"MiFish.1021.3Chk.Up.3.1","Dicamptodon tenebrosus",7
"MiFish.1021.3Chk.Up.3.1","Oncorhynchus mykiss",2505
"MiFish.1021.3Chk.Up.3.1","Homo sapiens",1725
"MiFish.1021.4Pad.Dn.1.1","Oncorhynchus clarkii",1935
"MiFish.1021.4Pad.Dn.1.1","Oncorhynchus kisutch",9209
"MiFish.1021.4Pad.Dn.1.1","Oncorhynchus mykiss",3361
"MiFish.1021.4Pad.Dn.1.1","Cottus asper",8589
"MiFish.1021.4Pad.Dn.1.1","Rattus rattus",8
"MiFish.1021.4Pad.Dn.3.1","Oncorhynchus clarkii",25342
"MiFish.1021.4Pad.Dn.3.1","Oncorhynchus kisutch",7866
"MiFish.1021.4Pad.Dn.3.1","Oncorhynchus mykiss",10309
"MiFish.1021.4Pad.Dn.3.1","Cottus asper",4920
"MiFish.1021.4Pad.Dn.3.1","Homo sapiens",10
"MiFish.1021.4Pad.Dn.3.1","Rattus rattus",251
"MiFish.1021.4Pad.Up11.3.1","Oncorhynchus clarkii",17436
"MiFish.1021.4Pad.Up11.3.1","Oncorhynchus kisutch",38437
"MiFish.1021.4Pad.Up11.3.1","Oncorhynchus mykiss",33595
"MiFish.1021.4Pad.Up11.3.1","Cottus asper",5948
"MiFish.1021.4Pad.Up5.3.1","Cottus asper",46528
"MiFish.1021.4Pad.Up5.3.1","Oncorhynchus kisutch",1485
"MiFish.1021.4Pad.Up5.3.1","Procyon lotor",147
"MiFish.1021.5Sqm.Dn.2.1","Oncorhynchus clarkii",31661
"MiFish.1021.5Sqm.Dn.2.1","Oncorhynchus kisutch",15
"MiFish.1021.5Sqm.Dn.2.1","Turdus migratorius",14481
"MiFish.1021.5Sqm.Dn.2.1","Lampetra ayresii",10714
"MiFish.1021.5Sqm.Dn.2.1","Homo sapiens",203
"MiFish.1021.5Sqm.Dn.2.1","Sus scrofa",4304
"MiFish.1021.5Sqm.Dn.2.1","Canis latrans",907
"MiFish.1021.5Sqm.Up.2.1","Oncorhynchus clarkii",10056
"MiFish.1021.5Sqm.Up.2.1","Oncorhynchus kisutch",14
"MiFish.1021.5Sqm.Up.2.1","Turdus migratorius",84399
"MiFish.1021.5Sqm.Up.2.1","Lampetra ayresii",2549
"MiFish.1021.5Sqm.Up.2.1","Bos taurus",1261
"MiFish.1021.5Sqm.Up.2.1","Homo sapiens",18
"MiFish.1021.5Sqm.Up.2.1","Sus scrofa",125
"MiFish.1021.5Sqm.Up.2.1","Canis latrans",28
"MiFish.1021.5Sqm.Up.2.1","Gallus gallus",3
"MiFish.1021.5Sqm.Up.3.1","Oncorhynchus clarkii",11231
"MiFish.1021.5Sqm.Up.3.1","Turdus migratorius",109624
"MiFish.1121.1Prt.Dn.1.1","Oncorhynchus clarkii",4118
"MiFish.1121.1Prt.Dn.1.1","Oncorhynchus kisutch",119855
"MiFish.1121.1Prt.Dn.1.1","Lampetra ayresii",817
"MiFish.1121.1Prt.Dn.1.1","Homo sapiens",12
"MiFish.1121.1Prt.Dn.1.1","Sturnus vulgaris",388
"MiFish.1121.1Prt.Dn.1.1","Regulus calendula",308
"MiFish.1121.1Prt.Dn.1.1","Didelphis virginiana",4
"MiFish.1121.2Brn.Dn.1.1","Oncorhynchus clarkii",16863
"MiFish.1121.2Brn.Dn.1.1","Dicamptodon tenebrosus",9005
"MiFish.1121.2Brn.Dn.1.1","Oncorhynchus kisutch",12934
"MiFish.1121.2Brn.Dn.1.1","Oncorhynchus nerka",74263
"MiFish.1121.2Brn.Dn.1.1","Felis catus",70
"MiFish.1121.2Brn.Dn.1.1","Lynx rufus",13
"MiFish.1121.2Brn.Dn.1.1","Homo sapiens",3
"MiFish.1121.2Brn.Dn.2.1","Oncorhynchus clarkii",5969
"MiFish.1121.2Brn.Dn.2.1","Dicamptodon tenebrosus",5496
"MiFish.1121.2Brn.Dn.2.1","Oncorhynchus kisutch",15296
"MiFish.1121.2Brn.Dn.2.1","Oncorhynchus nerka",65739
"MiFish.1121.2Brn.Dn.2.1","Rattus rattus",208
"MiFish.1121.2Brn.Up.1.1","Dicamptodon tenebrosus",64371
"MiFish.1121.2Brn.Up.1.1","Homo sapiens",467
"MiFish.1121.2Brn.Up.1.1","Ascaphus truei",7441
"MiFish.1121.2Brn.Up.3.1","Dicamptodon tenebrosus",57199
"MiFish.1121.2Brn.Up.3.1","Turdus migratorius",2029
"MiFish.1121.2Brn.Up.3.1","Homo sapiens",334
"MiFish.1121.2Brn.Up.3.1","Oncorhynchus gorbuscha",4
"MiFish.1121.2Brn.Up.3.1","Sus scrofa",1558
"MiFish.1121.3Chk.Dn.1.1","Oncorhynchus clarkii",68604
"MiFish.1121.3Chk.Dn.1.1","Dicamptodon tenebrosus",14971
"MiFish.1121.3Chk.Dn.1.1","Oncorhynchus mykiss",1329
"MiFish.1121.3Chk.Dn.2.1","Oncorhynchus clarkii",34931
"MiFish.1121.3Chk.Dn.2.1","Homo sapiens",1873
"MiFish.1121.3Chk.Dn.2.1","Sus scrofa",7504
"MiFish.1121.3Chk.Dn.3.1","Oncorhynchus clarkii",43751
"MiFish.1121.3Chk.Dn.3.1","Dicamptodon tenebrosus",2486
"MiFish.1121.3Chk.Dn.3.1","Oncorhynchus mykiss",7776
"MiFish.1121.3Chk.Up.1.1","Oncorhynchus clarkii",3045
"MiFish.1121.3Chk.Up.1.1","Dicamptodon tenebrosus",11221
"MiFish.1121.3Chk.Up.1.1","Oncorhynchus mykiss",8578
"MiFish.1121.3Chk.Up.1.1","Homo sapiens",3404
"MiFish.1121.3Chk.Up.3.1","Oncorhynchus clarkii",28940
"MiFish.1121.3Chk.Up.3.1","Turdus migratorius",752
"MiFish.1121.3Chk.Up.3.1","Rattus sp. NH 2147",430
"MiFish.1121.3Chk.Up.3.1","Scapanus orarius",267
"MiFish.1121.3Chk.Up.3.1","Colaptes auratus",142
"MiFish.1121.3Chk.Up.3.1","Didelphis virginiana",55
"MiFish.1121.4Pad.Up11.1.1","Oncorhynchus kisutch",62291
"MiFish.1121.4Pad.Up11.1.1","Turdus migratorius",17623
"MiFish.1121.4Pad.Up11.1.1","Oncorhynchus nerka",42496
"MiFish.1121.4Pad.Up11.1.1","Oncorhynchus mykiss",1334
"MiFish.1121.4Pad.Up11.1.1","Bos taurus",945
"MiFish.1121.4Pad.Up11.1.1","Lepomis gibbosus",26930
"MiFish.1121.4Pad.Up11.1.1","Spirinchus thaleichthys",10
"MiFish.1121.4Pad.Up11.3.1","Oncorhynchus clarkii",3049
"MiFish.1121.4Pad.Up11.3.1","Oncorhynchus kisutch",91974
"MiFish.1121.4Pad.Up11.3.1","Turdus migratorius",116
"MiFish.1121.4Pad.Up11.3.1","Oncorhynchus nerka",40652
"MiFish.1121.4Pad.Up11.3.1","Cottus asper",1026
"MiFish.1121.4Pad.Up11.3.1","Lepomis gibbosus",36727
"MiFish.1121.4Pad.Up11.3.1","Perca flavescens",2469
"MiFish.1121.4Pad.Up11.3.1","Procyon lotor",13
"MiFish.1121.4Pad.Up5.1.1","Oncorhynchus nerka",17320
"MiFish.1121.4Pad.Up5.1.1","Lepomis gibbosus",10135
"MiFish.1121.4Pad.Up5.1.1","Oncorhynchus gorbuscha",174
"MiFish.1121.4Pad.Up5.1.1","Canis lupus",396
"MiFish.1121.4Pad.Up5.2.1","Oncorhynchus clarkii",1556
"MiFish.1121.4Pad.Up5.2.1","Turdus migratorius",1905
"MiFish.1121.4Pad.Up5.2.1","Oncorhynchus nerka",18686
"MiFish.1121.4Pad.Up5.2.1","Cottus asper",2230
"MiFish.1121.4Pad.Up5.2.1","Lepomis gibbosus",6599
"MiFish.1121.5Sqm.Dn.1.1","Oncorhynchus clarkii",7660
"MiFish.1121.5Sqm.Dn.1.1","Oncorhynchus kisutch",60287
"MiFish.1121.5Sqm.Dn.1.1","Turdus migratorius",6045
"MiFish.1121.5Sqm.Dn.1.1","Oncorhynchus mykiss",1803
"MiFish.1121.5Sqm.Dn.1.1","Lampetra ayresii",1574
"MiFish.1121.5Sqm.Dn.1.1","Bos taurus",11007
"MiFish.1121.5Sqm.Dn.1.1","Pimephales promelas",7439
"MiFish.1121.5Sqm.Dn.1.1","Homo sapiens",60
"MiFish.1121.5Sqm.Dn.1.1","Ameiurus nebulosus",2815
"MiFish.1121.5Sqm.Dn.1.1","Oncorhynchus tshawytscha",898
"MiFish.1121.5Sqm.Dn.1.1","Rana catesbeiana",182
"MiFish.1121.5Sqm.Dn.1.1","Canis latrans",12
"MiFish.1121.5Sqm.Dn.1.1","Castor canadensis",366
"MiFish.1121.5Sqm.Dn.1.1","Sus scrofa",391
"MiFish.1121.5Sqm.Dn.3.1","Oncorhynchus clarkii",27532
"MiFish.1121.5Sqm.Dn.3.1","Oncorhynchus kisutch",69231
"MiFish.1121.5Sqm.Dn.3.1","Turdus migratorius",750
"MiFish.1121.5Sqm.Dn.3.1","Bos taurus",12152
"MiFish.1121.5Sqm.Dn.3.1","Pimephales promelas",5356
"MiFish.1121.5Sqm.Dn.3.1","Oncorhynchus gorbuscha",22
"MiFish.1121.5Sqm.Dn.3.1","Ameiurus nebulosus",825
"MiFish.1121.5Sqm.Dn.3.1","Oncorhynchus tshawytscha",1130
"MiFish.1121.5Sqm.Dn.3.1","Castor canadensis",64
"MiFish.1121.5Sqm.Dn.3.1","Alburnus alburnus",478
"MiFish.1121.5Sqm.Dn.3.1","Fulica americana",111
"MiFish.1121.5Sqm.Up.1.1","Oncorhynchus clarkii",6908
"MiFish.1121.5Sqm.Up.1.1","Oncorhynchus kisutch",95231
"MiFish.1121.5Sqm.Up.1.1","Turdus migratorius",732
"MiFish.1121.5Sqm.Up.1.1","Bos taurus",15934
"MiFish.1121.5Sqm.Up.1.1","Pimephales promelas",2968
"MiFish.1121.5Sqm.Up.1.1","Oncorhynchus tshawytscha",421
"MiFish.1121.5Sqm.Up.1.1","Rana catesbeiana",251
"MiFish.1121.5Sqm.Up.1.1","Castor canadensis",16
"MiFish.1121.5Sqm.Up.1.1","Spirinchus thaleichthys",6
"MiFish.1121.5Sqm.Up.2.1","Oncorhynchus clarkii",7293
"MiFish.1121.5Sqm.Up.2.1","Oncorhynchus kisutch",46234
"MiFish.1121.5Sqm.Up.2.1","Bos taurus",10824
"MiFish.1121.5Sqm.Up.2.1","Pimephales promelas",1851
"MiFish.1121.5Sqm.Up.2.1","Oncorhynchus gorbuscha",14
"MiFish.1121.5Sqm.Up.2.1","Castor canadensis",145
"MiFish.Kangaroo.Run8","Osphranter rufus",140264
"MiFish.Kangaroo.Run8","Macropus giganteus",165
"MiFish.1021.2Brn.Dn.1.1","Oncorhynchus kisutch",8959
"MiFish.1021.2Brn.Dn.1.1","Oncorhynchus clarkii",16763
"MiFish.1021.2Brn.Dn.1.1","Dicamptodon tenebrosus",4966
"MiFish.1021.2Brn.Dn.1.1","Homo sapiens",30
"MiFish.1021.2Brn.Dn.1.1","Lynx rufus",85
"MiFish.Kangaroo.Run9","Osphranter rufus",34708
"MiFish.Kangaroo.Run9","Oncorhynchus kisutch",21
"MiFish.Kangaroo.Run9","Cottus asper",2
"MiFish.Kangaroo.Run9","Oncorhynchus nerka",34
"MiFish.Kangaroo.Run9","Lepomis gibbosus",7
"MiFish.Kangaroo.Run9","Macropus giganteus",14
"MiFish.1121.4Pad.Up5.3.3","Turdus migratorius",4066
"MiFish.1121.4Pad.Up5.3.3","Oncorhynchus nerka",42668
"MiFish.1121.4Pad.Up5.3.3","Lepomis gibbosus",22461
"MiFish.1121.4Pad.Up5.3.3","Procyon lotor",25
"MiFish.1121.4Pad.Up5.3.2","Oncorhynchus nerka",33337
"MiFish.1121.4Pad.Up5.3.2","Lepomis gibbosus",2655
"MiFish.1121.4Pad.Up5.3.2","Perca flavescens",7697
"MiFish.1121.4Pad.Up5.3.2","Canis lupus",7
"MiFish.1121.5Sqm.Up.3.1","Oncorhynchus kisutch",24682
"MiFish.1121.5Sqm.Up.3.1","Oncorhynchus clarkii",3182
"MiFish.1121.5Sqm.Up.3.1","Turdus migratorius",10
"MiFish.1121.5Sqm.Up.3.1","Lampetra ayresii",180
"MiFish.1121.5Sqm.Up.3.1","Bos taurus",3551
"MiFish.1121.5Sqm.Up.3.1","Pimephales promelas",885
"MiFish.1121.5Sqm.Up.3.1","Sturnus vulgaris",347
"MiFish.1121.5Sqm.Up.3.1","Ameiurus nebulosus",202
"MiFish.1121.5Sqm.Up.3.1","Rana catesbeiana",27
"MiFish.1121.5Sqm.Up.3.1","Castor canadensis",20
"MiFish.1121.5Sqm.Dn.2.1","Osphranter rufus",2
"MiFish.1121.5Sqm.Dn.2.1","Oncorhynchus kisutch",27470
"MiFish.1121.5Sqm.Dn.2.1","Oncorhynchus clarkii",6644
"MiFish.1121.5Sqm.Dn.2.1","Turdus migratorius",119
"MiFish.1121.5Sqm.Dn.2.1","Lampetra ayresii",330
"MiFish.1121.5Sqm.Dn.2.1","Bos taurus",2918
"MiFish.1121.5Sqm.Dn.2.1","Homo sapiens",71
"MiFish.1121.5Sqm.Dn.2.1","Pimephales promelas",2236
"MiFish.1121.5Sqm.Dn.2.1","Ameiurus nebulosus",635
"MiFish.1121.4Pad.Up5.3.1","Oncorhynchus kisutch",145
"MiFish.1121.4Pad.Up5.3.1","Turdus migratorius",3716
"MiFish.1121.4Pad.Up5.3.1","Cottus asper",6287
"MiFish.1121.4Pad.Up5.3.1","Oncorhynchus nerka",68859
"MiFish.1121.4Pad.Up5.3.1","Lepomis gibbosus",39383
"MiFish.1121.4Pad.Up5.3.1","Bos taurus",17
"MiFish.1121.4Pad.Up5.3.1","Pimephales promelas",3
"MiFish.1121.4Pad.Up5.3.1","Canis lupus",3
"MiFish.1121.4Pad.Up11.2.1","Oncorhynchus kisutch",7931
"MiFish.1121.4Pad.Up11.2.1","Oncorhynchus clarkii",331
"MiFish.1121.4Pad.Up11.2.1","Turdus migratorius",338
"MiFish.1121.4Pad.Up11.2.1","Cottus asper",410
"MiFish.1121.4Pad.Up11.2.1","Oncorhynchus nerka",3341
"MiFish.1121.4Pad.Up11.2.1","Lepomis gibbosus",5019
"MiFish.1121.4Pad.Up11.2.1","Bos taurus",14
