"Sample_name","species","totalReads"
"MC3.Even.Tissue.noGB.1.1","Neovison vison",8524
"MC3.Even.Tissue.noGB.1.1","Micropterus salmoides",3085
"MC3.Even.Tissue.noGB.1.1","Salvelinus malma",557
"MC3.Even.Tissue.noGB.1.1","Novumbra hubbsi",410
"MC3.Even.Tissue.noGB.1.1","Anaxyrus boreas",283
"MC3.Even.Tissue.noGB.1.1","Rana catesbeiana",152
"MC3.Even.Tissue.noGB.1.1","Ardea herodias",152
"MC3.Even.Tissue.noGB.1.1","Salvelinus confluentus",108
"MC3.Even.Tissue.noGB.1.1","Didelphis virginiana",40
"MC3.Even.Tissue.noGB.1.1","Neurotrichus gibbsii",86
"MC3.Even.Tissue.noGB.1.1","Procyon lotor",60
"MC3.Even.Tissue.noGB.1.1","Sus scrofa",9
"MC3.Even.Tissue.noGB.2.1","Oncorhynchus clarkii",4576
"MC3.Even.Tissue.noGB.2.1","Oncorhynchus mykiss",2533
"MC3.Even.Tissue.noGB.2.1","Oncorhynchus kisutch",795
"MC3.Even.Tissue.noGB.2.1","Oncorhynchus gorbuscha",9837
"MC3.Even.Tissue.noGB.2.1","Oncorhynchus nerka",3784
"MC3.Even.Tissue.noGB.2.1","Bos taurus",41524
"MC3.Even.Tissue.noGB.2.1","Cottus marginatus",6698
"MC3.Even.Tissue.noGB.2.1","Oncorhynchus tshawytscha",3615
"MC3.Even.Tissue.noGB.2.1","Lampetra ayresii",2017
"MC3.Even.Tissue.noGB.2.1","Neovison vison",11529
"MC3.Even.Tissue.noGB.2.1","Micropterus salmoides",4093
"MC3.Even.Tissue.noGB.2.1","Salvelinus malma",722
"MC3.Even.Tissue.noGB.2.1","Novumbra hubbsi",705
"MC3.Even.Tissue.noGB.2.1","Anaxyrus boreas",374
"MC3.Even.Tissue.noGB.2.1","Rana catesbeiana",174
"MC3.Even.Tissue.noGB.2.1","Ardea herodias",264
"MC3.Even.Tissue.noGB.2.1","Salvelinus confluentus",166
"MC3.Even.Tissue.noGB.2.1","Didelphis virginiana",64
"MC3.Even.Tissue.noGB.2.1","Neurotrichus gibbsii",100
"MC3.Even.Tissue.noGB.2.1","Procyon lotor",75
"MC3.Even.Tissue.noGB.2.1","Sus scrofa",10
"MC3.Even.Tissue.noGB.3.1","Oncorhynchus clarkii",5870
"MC3.Even.Tissue.noGB.3.1","Oncorhynchus mykiss",3430
"MC3.Even.Tissue.noGB.3.1","Oncorhynchus kisutch",1118
"MC3.Even.Tissue.noGB.3.1","Oncorhynchus gorbuscha",12418
"MC3.Even.Tissue.noGB.3.1","Oncorhynchus nerka",5377
"MC3.Even.Tissue.noGB.3.1","Bos taurus",55261
"MC3.Even.Tissue.noGB.3.1","Cottus marginatus",10144
"MC3.Even.Tissue.noGB.3.1","Oncorhynchus tshawytscha",4843
"MC3.Even.Tissue.noGB.3.1","Lampetra ayresii",3040
"MC3.Even.Tissue.noGB.3.1","Neovison vison",16794
"MC3.Even.Tissue.noGB.3.1","Micropterus salmoides",6073
"MC3.Even.Tissue.noGB.3.1","Salvelinus malma",1227
"MC3.Even.Tissue.noGB.3.1","Novumbra hubbsi",1135
"MC3.Even.Tissue.noGB.3.1","Anaxyrus boreas",687
"MC3.Even.Tissue.noGB.3.1","Rana catesbeiana",329
"MC3.Even.Tissue.noGB.3.1","Ardea herodias",389
"MC3.Even.Tissue.noGB.3.1","Salvelinus confluentus",239
"MC3.Even.Tissue.noGB.3.1","Didelphis virginiana",106
"MC3.Even.Tissue.noGB.3.1","Neurotrichus gibbsii",217
"MC3.Even.Tissue.noGB.3.1","Procyon lotor",157
"MC3.Even.Tissue.noGB.3.1","Sus scrofa",44
"MC3.Even.Tissue.GB.1.1","Oncorhynchus clarkii",5834
"MC3.Even.Tissue.GB.1.1","Oncorhynchus mykiss",3222
"MC3.Even.Tissue.GB.1.1","Oncorhynchus kisutch",1086
"MC3.Even.Tissue.GB.1.1","Oncorhynchus gorbuscha",12405
"MC3.Even.Tissue.GB.1.1","Oncorhynchus nerka",5055
"MC3.Even.Tissue.GB.1.1","Bos taurus",60401
"MC3.Even.Tissue.GB.1.1","Cottus marginatus",10339
"MC3.Even.Tissue.GB.1.1","Oncorhynchus tshawytscha",5104
"MC3.Even.Tissue.GB.1.1","Lampetra ayresii",3242
"MC3.Even.Tissue.GB.1.1","Neovison vison",18259
"MC3.Even.Tissue.GB.1.1","Micropterus salmoides",6227
"MC3.Even.Tissue.GB.1.1","Salvelinus malma",1216
"MC3.Even.Tissue.GB.1.1","Novumbra hubbsi",970
"MC3.Even.Tissue.GB.1.1","Anaxyrus boreas",736
"MC3.Even.Tissue.GB.1.1","Rana catesbeiana",319
"MC3.Even.Tissue.GB.1.1","Ardea herodias",472
"MC3.Even.Tissue.GB.1.1","Salvelinus confluentus",213
"MC3.Even.Tissue.GB.1.1","Didelphis virginiana",93
"MC3.Even.Tissue.GB.1.1","Neurotrichus gibbsii",167
"MC3.Even.Tissue.GB.1.1","Procyon lotor",137
"MC3.Even.Tissue.GB.1.1","Sus scrofa",18
"MC3.Even.Tissue.GB.1.1","Neogale vison",4
"MC3.Even.Tissue.GB.2.1","Oncorhynchus clarkii",3585
"MC3.Even.Tissue.GB.2.1","Oncorhynchus mykiss",2070
"MC3.Even.Tissue.GB.2.1","Oncorhynchus kisutch",681
"MC3.Even.Tissue.GB.2.1","Oncorhynchus gorbuscha",7532
"MC3.Even.Tissue.GB.2.1","Oncorhynchus nerka",3193
"MC3.Even.Tissue.GB.2.1","Bos taurus",34641
"MC3.Even.Tissue.GB.2.1","Cottus marginatus",6254
"MC3.Even.Tissue.GB.2.1","Oncorhynchus tshawytscha",2913
"MC3.Even.Tissue.GB.2.1","Lampetra ayresii",1945
"MC3.Even.Tissue.GB.2.1","Neovison vison",10683
"MC3.Even.Tissue.GB.2.1","Micropterus salmoides",3694
"MC3.Even.Tissue.GB.2.1","Salvelinus malma",729
"MC3.Even.Tissue.GB.2.1","Novumbra hubbsi",719
"MC3.Even.Tissue.GB.2.1","Anaxyrus boreas",423
"MC3.Even.Tissue.GB.2.1","Rana catesbeiana",185
"MC3.Even.Tissue.GB.2.1","Ardea herodias",223
"MC3.Even.Tissue.GB.2.1","Salvelinus confluentus",112
"MC3.Even.Tissue.GB.2.1","Didelphis virginiana",60
"MC3.Even.Tissue.GB.2.1","Neurotrichus gibbsii",102
"MC3.Even.Tissue.GB.2.1","Procyon lotor",94
"MC3.Even.Tissue.GB.2.1","Sus scrofa",12
"MC3.Even.Tissue.GB.3.1","Oncorhynchus clarkii",6651
"MC3.Even.Tissue.GB.3.1","Oncorhynchus mykiss",3605
"MC3.Even.Tissue.GB.3.1","Oncorhynchus kisutch",1160
"MC3.Even.Tissue.GB.3.1","Oncorhynchus gorbuscha",13110
"MC3.Even.Tissue.GB.3.1","Oncorhynchus nerka",5411
"MC3.Even.Tissue.GB.3.1","Bos taurus",63539
"MC3.Even.Tissue.GB.3.1","Cottus marginatus",12035
"MC3.Even.Tissue.GB.3.1","Oncorhynchus tshawytscha",5099
"MC3.Even.Tissue.GB.3.1","Lampetra ayresii",3840
"MC3.Even.Tissue.GB.3.1","Neovison vison",19775
"MC3.Even.Tissue.GB.3.1","Micropterus salmoides",7112
"MC3.Even.Tissue.GB.3.1","Salvelinus malma",1428
"MC3.Even.Tissue.GB.3.1","Novumbra hubbsi",1488
"MC3.Even.Tissue.GB.3.1","Anaxyrus boreas",945
"MC3.Even.Tissue.GB.3.1","Rana catesbeiana",524
"MC3.Even.Tissue.GB.3.1","Ardea herodias",478
"MC3.Even.Tissue.GB.3.1","Salvelinus confluentus",262
"MC3.Even.Tissue.GB.3.1","Didelphis virginiana",172
"MC3.Even.Tissue.GB.3.1","Neurotrichus gibbsii",247
"MC3.Even.Tissue.GB.3.1","Procyon lotor",200
"MC3.Even.Tissue.GB.3.1","Sus scrofa",38
"MC3.Skew.Tissue.noGB.1.1","Oncorhynchus clarkii",4492
"MC3.Skew.Tissue.noGB.1.1","Oncorhynchus mykiss",8770
"MC3.Skew.Tissue.noGB.1.1","Oncorhynchus kisutch",787
"MC3.Skew.Tissue.noGB.1.1","Oncorhynchus gorbuscha",50966
"MC3.Skew.Tissue.noGB.1.1","Oncorhynchus nerka",7106
"MC3.Skew.Tissue.noGB.1.1","Bos taurus",16548
"MC3.Skew.Tissue.noGB.1.1","Cottus marginatus",24757
"MC3.Skew.Tissue.noGB.1.1","Oncorhynchus tshawytscha",9767
"MC3.Skew.Tissue.noGB.1.1","Lampetra ayresii",8352
"MC3.Skew.Tissue.noGB.1.1","Neovison vison",1891
"MC3.Skew.Tissue.noGB.1.1","Micropterus salmoides",11103
"MC3.Skew.Tissue.noGB.1.1","Salvelinus malma",454
"MC3.Skew.Tissue.noGB.1.1","Novumbra hubbsi",522
"MC3.Skew.Tissue.noGB.1.1","Anaxyrus boreas",329
"MC3.Skew.Tissue.noGB.1.1","Rana catesbeiana",653
"MC3.Skew.Tissue.noGB.1.1","Ardea herodias",460
"MC3.Skew.Tissue.noGB.1.1","Salvelinus confluentus",29
"MC3.Skew.Tissue.noGB.1.1","Didelphis virginiana",13
"MC3.Skew.Tissue.noGB.1.1","Neurotrichus gibbsii",12
"MC3.Skew.Tissue.noGB.1.1","Procyon lotor",41
"MC3.Skew.Tissue.noGB.1.1","Sus scrofa",5
"MC3.Skew.Tissue.noGB.2.1","Oncorhynchus clarkii",3975
"MC3.Skew.Tissue.noGB.2.1","Oncorhynchus mykiss",8019
"MC3.Skew.Tissue.noGB.2.1","Oncorhynchus kisutch",663
"MC3.Skew.Tissue.noGB.2.1","Oncorhynchus gorbuscha",45965
"MC3.Skew.Tissue.noGB.2.1","Oncorhynchus nerka",6584
"MC3.Skew.Tissue.noGB.2.1","Bos taurus",15068
"MC3.Skew.Tissue.noGB.2.1","Cottus marginatus",22193
"MC3.Skew.Tissue.noGB.2.1","Oncorhynchus tshawytscha",8734
"MC3.Skew.Tissue.noGB.2.1","Lampetra ayresii",7766
"MC3.Skew.Tissue.noGB.2.1","Neovison vison",1797
"MC3.Skew.Tissue.noGB.2.1","Micropterus salmoides",10243
"MC3.Skew.Tissue.noGB.2.1","Salvelinus malma",435
"MC3.Skew.Tissue.noGB.2.1","Novumbra hubbsi",441
"MC3.Skew.Tissue.noGB.2.1","Anaxyrus boreas",331
"MC3.Skew.Tissue.noGB.2.1","Rana catesbeiana",630
"MC3.Skew.Tissue.noGB.2.1","Ardea herodias",511
"MC3.Skew.Tissue.noGB.2.1","Salvelinus confluentus",29
"MC3.Skew.Tissue.noGB.2.1","Didelphis virginiana",10
"MC3.Skew.Tissue.noGB.2.1","Neurotrichus gibbsii",19
"MC3.Skew.Tissue.noGB.2.1","Procyon lotor",34
"MC3.Skew.Tissue.noGB.2.1","Sus scrofa",6
"MC3.Skew.Tissue.noGB.3.1","Oncorhynchus clarkii",4218
"MC3.Skew.Tissue.noGB.3.1","Oncorhynchus mykiss",8010
"MC3.Skew.Tissue.noGB.3.1","Oncorhynchus kisutch",728
"MC3.Skew.Tissue.noGB.3.1","Oncorhynchus gorbuscha",45942
"MC3.Skew.Tissue.noGB.3.1","Oncorhynchus nerka",6787
"MC3.Skew.Tissue.noGB.3.1","Bos taurus",15675
"MC3.Skew.Tissue.noGB.3.1","Cottus marginatus",24445
"MC3.Skew.Tissue.noGB.3.1","Oncorhynchus tshawytscha",8904
"MC3.Skew.Tissue.noGB.3.1","Lampetra ayresii",8389
"MC3.Skew.Tissue.noGB.3.1","Neovison vison",2119
"MC3.Skew.Tissue.noGB.3.1","Micropterus salmoides",11397
"MC3.Skew.Tissue.noGB.3.1","Salvelinus malma",458
"MC3.Skew.Tissue.noGB.3.1","Novumbra hubbsi",609
"MC3.Skew.Tissue.noGB.3.1","Anaxyrus boreas",404
"MC3.Skew.Tissue.noGB.3.1","Rana catesbeiana",799
"MC3.Skew.Tissue.noGB.3.1","Ardea herodias",615
"MC3.Skew.Tissue.noGB.3.1","Didelphis virginiana",13
"MC3.Skew.Tissue.noGB.3.1","Neurotrichus gibbsii",24
"MC3.Skew.Tissue.noGB.3.1","Procyon lotor",60
"MC3.Skew.Tissue.noGB.3.1","Sus scrofa",6
"MC1.Even.Amplicon.noGB.1.1","Oncorhynchus clarkii",8344
"MC1.Even.Amplicon.noGB.1.1","Oncorhynchus mykiss",17360
"MC1.Even.Amplicon.noGB.1.1","Oncorhynchus kisutch",13641
"MC1.Even.Amplicon.noGB.1.1","Oncorhynchus gorbuscha",11628
"MC1.Even.Amplicon.noGB.1.1","Cottus asper",1279
"MC1.Even.Amplicon.noGB.1.1","Entosphenus tridentatus",19885
"MC1.Even.Amplicon.noGB.1.1","Oncorhynchus nerka",12668
"MC1.Even.Amplicon.noGB.1.1","Cottus marginatus",23865
"MC1.Even.Amplicon.noGB.1.1","Oncorhynchus tshawytscha",3599
"MC1.Even.Amplicon.noGB.1.1","Salmo trutta",6849
"MC1.Even.Amplicon.noGB.1.1","Salvelinus malma",457
"MC1.Even.Amplicon.noGB.2.1","Oncorhynchus clarkii",5145
"MC1.Even.Amplicon.noGB.2.1","Oncorhynchus mykiss",10428
"MC1.Even.Amplicon.noGB.2.1","Oncorhynchus kisutch",9065
"MC1.Even.Amplicon.noGB.2.1","Oncorhynchus gorbuscha",10965
"MC1.Even.Amplicon.noGB.2.1","Cottus asper",9966
"MC1.Even.Amplicon.noGB.2.1","Entosphenus tridentatus",2526
"MC1.Even.Amplicon.noGB.2.1","Oncorhynchus nerka",4938
"MC1.Even.Amplicon.noGB.2.1","Cottus marginatus",27769
"MC1.Even.Amplicon.noGB.2.1","Oncorhynchus tshawytscha",5988
"MC1.Even.Amplicon.noGB.2.1","Salmo trutta",2244
"MC1.Even.Amplicon.noGB.2.1","Salvelinus malma",1915
"MC1.Even.Amplicon.noGB.3.1","Oncorhynchus clarkii",7732
"MC1.Even.Amplicon.noGB.3.1","Oncorhynchus mykiss",16830
"MC1.Even.Amplicon.noGB.3.1","Oncorhynchus kisutch",4880
"MC1.Even.Amplicon.noGB.3.1","Oncorhynchus gorbuscha",13843
"MC1.Even.Amplicon.noGB.3.1","Cottus asper",8039
"MC1.Even.Amplicon.noGB.3.1","Entosphenus tridentatus",2779
"MC1.Even.Amplicon.noGB.3.1","Oncorhynchus nerka",6914
"MC1.Even.Amplicon.noGB.3.1","Cottus marginatus",15657
"MC1.Even.Amplicon.noGB.3.1","Oncorhynchus tshawytscha",12734
"MC1.Even.Amplicon.noGB.3.1","Salmo trutta",7261
"MC1.Even.Amplicon.noGB.3.1","Salvelinus malma",2857
"MC1.Even.Amplicon.GB.1.1","Oncorhynchus clarkii",5108
"MC1.Even.Amplicon.GB.1.1","Oncorhynchus mykiss",10440
"MC1.Even.Amplicon.GB.1.1","Oncorhynchus kisutch",6915
"MC1.Even.Amplicon.GB.1.1","Oncorhynchus gorbuscha",9867
"MC1.Even.Amplicon.GB.1.1","Cottus asper",11777
"MC1.Even.Amplicon.GB.1.1","Entosphenus tridentatus",6939
"MC1.Even.Amplicon.GB.1.1","Oncorhynchus nerka",12361
"MC1.Even.Amplicon.GB.1.1","Cottus marginatus",18152
"MC1.Even.Amplicon.GB.1.1","Oncorhynchus tshawytscha",4308
"MC1.Even.Amplicon.GB.1.1","Salmo trutta",11024
"MC1.Even.Amplicon.GB.1.1","Salvelinus malma",5105
"MC1.Even.Amplicon.GB.1.1","Mammuthus primigenius",200
"MC1.Even.Amplicon.GB.1.1","Cymatogaster aggregata",62
"MC1.Even.Amplicon.GB.2.1","Oncorhynchus clarkii",7777
"MC1.Even.Amplicon.GB.2.1","Oncorhynchus mykiss",13275
"MC1.Even.Amplicon.GB.2.1","Oncorhynchus kisutch",9759
"MC1.Even.Amplicon.GB.2.1","Oncorhynchus gorbuscha",9187
"MC1.Even.Amplicon.GB.2.1","Cottus asper",8181
"MC1.Even.Amplicon.GB.2.1","Entosphenus tridentatus",4649
"MC1.Even.Amplicon.GB.2.1","Oncorhynchus nerka",13112
"MC1.Even.Amplicon.GB.2.1","Cottus marginatus",8958
"MC1.Even.Amplicon.GB.2.1","Oncorhynchus tshawytscha",6763
"MC1.Even.Amplicon.GB.2.1","Salmo trutta",6768
"MC1.Even.Amplicon.GB.2.1","Salvelinus malma",9968
"MC1.Even.Amplicon.GB.2.1","Mammuthus primigenius",259
"MC1.Even.Amplicon.GB.3.1","Oncorhynchus clarkii",14063
"MC1.Even.Amplicon.GB.3.1","Oncorhynchus mykiss",10968
"MC1.Even.Amplicon.GB.3.1","Oncorhynchus kisutch",9222
"MC1.Even.Amplicon.GB.3.1","Oncorhynchus gorbuscha",11947
"MC1.Even.Amplicon.GB.3.1","Cottus asper",7949
"MC1.Even.Amplicon.GB.3.1","Entosphenus tridentatus",3808
"MC1.Even.Amplicon.GB.3.1","Oncorhynchus nerka",5725
"MC1.Even.Amplicon.GB.3.1","Cottus marginatus",37777
"MC1.Even.Amplicon.GB.3.1","Oncorhynchus tshawytscha",5496
"MC1.Even.Amplicon.GB.3.1","Salmo trutta",4897
"MC1.Even.Amplicon.GB.3.1","Salvelinus malma",4611
"MC1.Even.Amplicon.GB.3.1","Mammuthus primigenius",142
"MC1.Even.Amplicon.GB.3.1","Cymatogaster aggregata",21
"MC1.Skew.Amplicon.noGB.1.1","Oncorhynchus gorbuscha",68342
"MC1.Skew.Amplicon.noGB.1.1","Cottus asper",27787
"MC1.Skew.Amplicon.noGB.1.1","Cottus rhenanus",1019
"MC1.Skew.Amplicon.noGB.2.1","Oncorhynchus clarkii",14402
"MC1.Skew.Amplicon.noGB.2.1","Oncorhynchus mykiss",17155
"MC1.Skew.Amplicon.noGB.2.1","Oncorhynchus kisutch",887
"MC1.Skew.Amplicon.noGB.2.1","Oncorhynchus gorbuscha",10769
"MC1.Skew.Amplicon.noGB.2.1","Cottus asper",534
"MC1.Skew.Amplicon.noGB.2.1","Entosphenus tridentatus",727
"MC1.Skew.Amplicon.noGB.2.1","Oncorhynchus nerka",661
"MC1.Skew.Amplicon.noGB.2.1","Cottus marginatus",390
"MC1.Skew.Amplicon.noGB.2.1","Oncorhynchus tshawytscha",16742
"MC1.Skew.Amplicon.noGB.2.1","Salmo trutta",320
"MC1.Skew.Amplicon.noGB.3.1","Oncorhynchus kisutch",5138
"MC1.Skew.Amplicon.noGB.3.1","Oncorhynchus gorbuscha",101286
"MC1.Skew.Amplicon.noGB.3.1","Entosphenus tridentatus",1843
"MC1.Skew.Amplicon.noGB.3.1","Oncorhynchus mykiss",94
"MC2.Even.Amplicon.noGB.1.1","Oncorhynchus clarkii",2902
"MC2.Even.Amplicon.noGB.1.1","Oncorhynchus mykiss",3462
"MC2.Even.Amplicon.noGB.1.1","Oncorhynchus kisutch",23441
"MC2.Even.Amplicon.noGB.1.1","Oncorhynchus gorbuscha",6964
"MC2.Even.Amplicon.noGB.1.1","Cottus asper",38578
"MC2.Even.Amplicon.noGB.1.1","Entosphenus tridentatus",816
"MC2.Even.Amplicon.noGB.1.1","Oncorhynchus nerka",1051
"MC2.Even.Amplicon.noGB.1.1","Oncorhynchus tshawytscha",5379
"MC2.Even.Amplicon.noGB.1.1","Salmo trutta",17638
"MC2.Even.Amplicon.noGB.1.1","Turdus migratorius",4815
"MC2.Even.Amplicon.noGB.1.1","Osphranter rufus",28
"MC2.Even.Amplicon.noGB.1.1","Gasterosteus aculeatus",13455
"MC2.Even.Amplicon.noGB.1.1","Ascaphus truei",5256
"MC2.Even.Amplicon.noGB.1.1","Ameiurus nebulosus",13040
"MC2.Even.Amplicon.noGB.1.1","Ondatra zibethicus",2356
"MC2.Even.Amplicon.noGB.1.1","Cymatogaster aggregata",158
"MC2.Even.Amplicon.noGB.1.1","Aplodontia rufa",30
"MC2.Even.Amplicon.noGB.2.1","Oncorhynchus clarkii",3485
"MC2.Even.Amplicon.noGB.2.1","Oncorhynchus mykiss",11231
"MC2.Even.Amplicon.noGB.2.1","Oncorhynchus kisutch",2906
"MC2.Even.Amplicon.noGB.2.1","Oncorhynchus gorbuscha",19036
"MC2.Even.Amplicon.noGB.2.1","Cottus asper",30625
"MC2.Even.Amplicon.noGB.2.1","Entosphenus tridentatus",4624
"MC2.Even.Amplicon.noGB.2.1","Oncorhynchus nerka",6538
"MC2.Even.Amplicon.noGB.2.1","Oncorhynchus tshawytscha",12454
"MC2.Even.Amplicon.noGB.2.1","Salmo trutta",3906
"MC2.Even.Amplicon.noGB.2.1","Turdus migratorius",1776
"MC2.Even.Amplicon.noGB.2.1","Gasterosteus aculeatus",18145
"MC2.Even.Amplicon.noGB.2.1","Ameiurus nebulosus",17353
"MC2.Even.Amplicon.noGB.2.1","Cymatogaster aggregata",94
"MC2.Even.Amplicon.noGB.2.1","Aplodontia rufa",59
"MC2.Even.Amplicon.noGB.3.1","Oncorhynchus clarkii",8809
"MC2.Even.Amplicon.noGB.3.1","Oncorhynchus mykiss",6761
"MC2.Even.Amplicon.noGB.3.1","Oncorhynchus kisutch",9615
"MC2.Even.Amplicon.noGB.3.1","Oncorhynchus gorbuscha",9970
"MC2.Even.Amplicon.noGB.3.1","Cottus asper",24510
"MC2.Even.Amplicon.noGB.3.1","Entosphenus tridentatus",3908
"MC2.Even.Amplicon.noGB.3.1","Oncorhynchus nerka",4116
"MC2.Even.Amplicon.noGB.3.1","Oncorhynchus tshawytscha",6982
"MC2.Even.Amplicon.noGB.3.1","Salmo trutta",806
"MC2.Even.Amplicon.noGB.3.1","Turdus migratorius",11386
"MC2.Even.Amplicon.noGB.3.1","Gasterosteus aculeatus",22606
"MC2.Even.Amplicon.noGB.3.1","Ascaphus truei",18975
"MC2.Even.Amplicon.noGB.3.1","Ameiurus nebulosus",4789
"MC2.Even.Amplicon.noGB.3.1","Cymatogaster aggregata",32
"MC2.Even.Amplicon.noGB.3.1","Aplodontia rufa",52
"MC2.Even.Amplicon.GB.1.1","Oncorhynchus clarkii",8385
"MC2.Even.Amplicon.GB.1.1","Oncorhynchus mykiss",5483
"MC2.Even.Amplicon.GB.1.1","Oncorhynchus kisutch",1137
"MC2.Even.Amplicon.GB.1.1","Oncorhynchus gorbuscha",2312
"MC2.Even.Amplicon.GB.1.1","Cottus asper",11257
"MC2.Even.Amplicon.GB.1.1","Entosphenus tridentatus",1328
"MC2.Even.Amplicon.GB.1.1","Oncorhynchus nerka",1863
"MC2.Even.Amplicon.GB.1.1","Oncorhynchus tshawytscha",2125
"MC2.Even.Amplicon.GB.1.1","Salmo trutta",3243
"MC2.Even.Amplicon.GB.1.1","Turdus migratorius",235
"MC2.Even.Amplicon.GB.1.1","Gasterosteus aculeatus",3194
"MC2.Even.Amplicon.GB.1.1","Ascaphus truei",3417
"MC2.Even.Amplicon.GB.1.1","Ameiurus nebulosus",1854
"MC2.Even.Amplicon.GB.1.1","Perca flavescens",168
"MC2.Even.Amplicon.GB.1.1","Homo sapiens",19
"MC2.Even.Amplicon.GB.1.1","Mammuthus primigenius",78
"MC2.Even.Amplicon.GB.2.1","Cottus asper",33247
"MC2.Even.Amplicon.GB.2.1","Homo sapiens",658
"MC2.Even.Amplicon.GB.3.1","Oncorhynchus clarkii",2941
"MC2.Even.Amplicon.GB.3.1","Oncorhynchus mykiss",3630
"MC2.Even.Amplicon.GB.3.1","Oncorhynchus kisutch",1023
"MC2.Even.Amplicon.GB.3.1","Oncorhynchus gorbuscha",784
"MC2.Even.Amplicon.GB.3.1","Cottus asper",4058
"MC2.Even.Amplicon.GB.3.1","Entosphenus tridentatus",103
"MC2.Even.Amplicon.GB.3.1","Oncorhynchus nerka",439
"MC2.Even.Amplicon.GB.3.1","Oncorhynchus tshawytscha",278
"MC2.Even.Amplicon.GB.3.1","Salmo trutta",2684
"MC2.Even.Amplicon.GB.3.1","Turdus migratorius",2376
"MC2.Even.Amplicon.GB.3.1","Osphranter rufus",2781
"MC2.Even.Amplicon.GB.3.1","Gasterosteus aculeatus",1909
"MC2.Even.Amplicon.GB.3.1","Ascaphus truei",1655
"MC2.Even.Amplicon.GB.3.1","Ameiurus nebulosus",2531
"MC2.Even.Amplicon.GB.3.1","Perca flavescens",4815
"MC2.Even.Amplicon.GB.3.1","Lepomis gibbosus",123
"MC2.Even.Amplicon.GB.3.1","Mammuthus primigenius",37
"MC2.Skew.Amplicon.noGB.1.1","Oncorhynchus clarkii",1369
"MC2.Skew.Amplicon.noGB.1.1","Oncorhynchus mykiss",2336
"MC2.Skew.Amplicon.noGB.1.1","Oncorhynchus gorbuscha",2145
"MC2.Skew.Amplicon.noGB.1.1","Cottus asper",2527
"MC2.Skew.Amplicon.noGB.1.1","Entosphenus tridentatus",5292
"MC2.Skew.Amplicon.noGB.1.1","Oncorhynchus nerka",399
"MC2.Skew.Amplicon.noGB.1.1","Oncorhynchus tshawytscha",957
"MC2.Skew.Amplicon.noGB.1.1","Turdus migratorius",133
"MC2.Skew.Amplicon.noGB.1.1","Ameiurus nebulosus",6736
"MC2.Skew.Amplicon.noGB.1.1","Perca flavescens",3240
"MC2.Skew.Amplicon.noGB.1.1","Gobio gobio",57
"MC2.Skew.Amplicon.noGB.1.1","Phalacrocorax auritus",16
"MC2.Skew.Amplicon.noGB.2.1","Oncorhynchus clarkii",562
"MC2.Skew.Amplicon.noGB.2.1","Oncorhynchus mykiss",18313
"MC2.Skew.Amplicon.noGB.2.1","Oncorhynchus kisutch",272
"MC2.Skew.Amplicon.noGB.2.1","Oncorhynchus gorbuscha",3325
"MC2.Skew.Amplicon.noGB.2.1","Cottus asper",2368
"MC2.Skew.Amplicon.noGB.2.1","Entosphenus tridentatus",572
"MC2.Skew.Amplicon.noGB.2.1","Turdus migratorius",1079
"MC2.Skew.Amplicon.noGB.2.1","Perca flavescens",1321
"MC2.Skew.Amplicon.noGB.2.1","Lepomis gibbosus",69
"MC2.Skew.Amplicon.noGB.3.1","Oncorhynchus clarkii",11608
"MC2.Skew.Amplicon.noGB.3.1","Oncorhynchus mykiss",20524
"MC2.Skew.Amplicon.noGB.3.1","Oncorhynchus kisutch",5427
"MC2.Skew.Amplicon.noGB.3.1","Oncorhynchus gorbuscha",487
"MC2.Skew.Amplicon.noGB.3.1","Cottus asper",12604
"MC2.Skew.Amplicon.noGB.3.1","Entosphenus tridentatus",51
"MC2.Skew.Amplicon.noGB.3.1","Oncorhynchus nerka",9482
"MC2.Skew.Amplicon.noGB.3.1","Bos taurus",34
"MC2.Skew.Amplicon.noGB.3.1","Salmo trutta",221
"MC2.Skew.Amplicon.noGB.3.1","Turdus migratorius",9
"MC2.Skew.Amplicon.noGB.3.1","Perca flavescens",1834
"MC2.Skew.Amplicon.noGB.3.1","Gasterosteus aculeatus",321
"MC3.Even.Amplicon.noGB.1.1","Oncorhynchus clarkii",9591
"MC3.Even.Amplicon.noGB.1.1","Oncorhynchus mykiss",12863
"MC3.Even.Amplicon.noGB.1.1","Oncorhynchus kisutch",30964
"MC3.Even.Amplicon.noGB.1.1","Oncorhynchus gorbuscha",679
"MC3.Even.Amplicon.noGB.1.1","Cottus asper",30413
"MC3.Even.Amplicon.noGB.1.1","Oncorhynchus nerka",794
"MC3.Even.Amplicon.noGB.1.1","Bos taurus",128
"MC3.Even.Amplicon.noGB.1.1","Cottus marginatus",3060
"MC3.Even.Amplicon.noGB.1.1","Salmo trutta",1714
"MC3.Even.Amplicon.noGB.1.1","Turdus migratorius",730
"MC3.Even.Amplicon.noGB.1.1","Perca flavescens",487
"MC3.Even.Amplicon.noGB.1.1","Micropterus salmoides",513
"MC3.Even.Amplicon.noGB.1.1","Salvelinus malma",1872
"MC3.Even.Amplicon.noGB.1.1","Anaxyrus boreas",243
"MC3.Even.Amplicon.noGB.1.1","Rana catesbeiana",75
"MC3.Even.Amplicon.noGB.1.1","Ardea herodias",18
"MC3.Even.Amplicon.noGB.1.1","Didelphis virginiana",89
